Index,Sentence_index,Sentence,POS_Tagged_Tokens,Lemmas
12759,696,,sweet-tart[JJ],sweet-tart
12760,696,,flavor[NN],flavor
12761,696,,.[.],.
12762,697,Winter wonderland,what[WP],what
12763,697,,to[TO],to
12764,697,,generally[RB],generally
12765,697,,avoid[VB],avoid
12766,697,,([(],(
12767,697,,for[IN],for
12768,697,,peak[NN],peak
12769,697,,flavor[NN],flavor
12770,697,,)[)],)
12771,697,,in[IN],in
12772,697,,winter[NN],winter
12773,697,,:[:],:
12774,697,,most[JJS],most
12775,697,,berries[NNS],berry
12776,697,,([(],(
12777,697,,strawberries[NNS],strawberry
12778,697,,",[,]",","
12779,697,,raspberries[NNS],raspberry
12780,697,,",[,]",","
12781,697,,blueberries[NNS],blueberry
12782,697,,)[)],)
12783,697,,:[:],:
12784,697,,while[IN],while
12785,697,,available[JJ],available
12786,697,,",[,]",","
12787,697,,they[PRP],they
12788,697,,are[VBP],be
12789,697,,often[RB],often
12790,697,,imported[VBN],import
12791,697,,from[IN],from
12792,697,,far[RB],far
12793,697,,away[RB],away
12794,697,,([(],(
12795,697,,south[JJ],south
12796,697,,america[NN],america
12797,697,,)[)],)
12798,697,,and[CC],and
12799,697,,can[MD],can
12800,697,,be[VB],be
12801,697,,expensive[JJ],expensive
12802,697,,",[,]",","
12803,697,,bland[NN],bland
12804,697,,",[,]",","
12805,697,,watery[NN],watery
12806,697,,",[,]",","
12807,697,,or[CC],or
12808,697,,mushy[NNS],mushy
12809,697,,compared[VBN],compare
12810,697,,to[TO],to
12811,697,,their[PRP$],their
12812,697,,in-season[JJ],in-season
12813,697,,counterparts[NNS],counterpart
12814,697,,.[.],.
12815,698,Yule,melons[NNS],melon
12816,698,,([(],(
12817,698,,watermelon[NN],watermelon
12818,698,,",[,]",","
12819,698,,cantaloupe[NN],cantaloupe
12820,698,,",[,]",","
12821,698,,honeydew[NN],honeydew
12822,698,,)[)],)
12823,698,,:[:],:
12824,698,,similarly[RB],similarly
12825,698,,",[,]",","
12826,698,,these[DT],these
12827,698,,are[VBP],be
12828,698,,often[RB],often
12829,698,,expensive[JJ],expensive
12830,698,,and[CC],and
12831,698,,lack[JJ],lack
12832,698,,flavor[NN],flavor
12833,698,,when[WRB],when
12834,698,,bought[VBD],buy
12835,698,,out[IN],out
12836,698,,of[IN],of
12837,698,,their[PRP$],their
12838,698,,summer[NN],summer
12839,698,,season[NN],season
12840,698,,.[.],.
12841,699,Carol singing,in[IN],in
12842,699,,summary[JJ],summary
12843,699,,",[,]",","
12844,699,,if[IN],if
12845,699,,you[PRP],you
12846,699,,want[VBP],want
12847,699,,the[DT],the
12848,699,,freshest[JJS],fresh
12849,699,,",[,]",","
12850,699,,most[RBS],most
12851,699,,flavorful[JJ],flavorful
12852,699,,",[,]",","
12853,699,,and[CC],and
12854,699,,best-value[JJ],best-value
12855,699,,fruit[NN],fruit
12856,699,,experience[NN],experience
12857,699,,in[IN],in
12858,699,,colorado[NN],colorado
12859,699,,in[IN],in
12860,699,,the[DT],the
12861,699,,winter[NN],winter
12862,699,,",[,]",","
12863,699,,load[VBZ],load
12864,699,,up[RP],up
12865,699,,on[IN],on
12866,699,,citrus[NN],citrus
12867,699,,![.],!
12868,700,"""Sweater"" (US) vs",to[TO],to
12869,700,,find[VB],find
12870,700,,the[DT],the
12871,700,,``[``],``
12872,700,,most[JJS],most
12873,700,,pleasant[JJ],pleasant
12874,700,,''[''],''
12875,700,,winter[NN],winter
12876,700,,hikes[NNS],hike
12877,700,,in[IN],in
12878,700,,colorado[NN],colorado
12879,700,,",[,]",","
12880,700,,we[PRP],we
12881,700,,need[VBP],need
12882,700,,to[TO],to
12883,700,,consider[VB],consider
12884,700,,several[JJ],several
12885,700,,factors[NNS],factor
12886,700,,:[:],:
12887,700,,accessibility[NN],accessibility
12888,700,,",[,]",","
12889,700,,snow[JJ],snow
12890,700,,conditions[NNS],condition
12891,700,,",[,]",","
12892,700,,sun[NN],sun
12893,700,,exposure[NN],exposure
12894,700,,",[,]",","
12895,700,,avalanche[NN],avalanche
12896,700,,risk[NN],risk
12897,700,,",[,]",","
12898,700,,and[CC],and
12899,700,,scenic[JJ],scenic
12900,700,,beauty[NN],beauty
12901,700,,.[.],.
12902,701,"""Jumper"" (UK); ""Long Johns"" (US) vs",many[JJ],many
12903,701,,high-elevation[NN],high-elevation
12904,701,,trails[NNS],trail
12905,701,,become[VBP],become
12906,701,,extreme[JJ],extreme
12907,701,,",[,]",","
12908,701,,avalanche-prone[JJ],avalanche-prone
12909,701,,",[,]",","
12910,701,,or[CC],or
12911,701,,simply[RB],simply
12912,701,,impassable[JJ],impassable
12913,701,,.[.],.
12914,702,"""Thermal underwear"" (UK)",for[IN],for
12915,702,,a[DT],a
12916,702,,truly[NN],truly
12917,702,,pleasant[JJ],pleasant
12918,702,,winter[NN],winter
12919,702,,hike[NN],hike
12920,702,,in[IN],in
12921,702,,colorado[NN],colorado
12922,702,,",[,]",","
12923,702,,look[NN],look
12924,702,,for[IN],for
12925,702,,trails[NNS],trail
12926,702,,that[WDT],that
12927,702,,are[VBP],be
12928,702,,:[:],:
12929,702,,1[CD],1
12930,702,,.[.],.
12931,703,"""Wellies"" are distinctly British for rain/mud boots, often worn in winter.",lower[JJR],low
12932,703,,elevation[NN],elevation
12933,703,,:[:],:
12934,703,,below[IN],below
12935,703,,"9,000-10,000[CD]","9,000-10,000"
12936,703,,feet[NNS],foot
12937,703,,often[RB],often
12938,703,,means[VBZ],mean
12939,703,,less[RBR],less
12940,703,,extreme[JJ],extreme
12941,703,,cold[NN],cold
12942,703,,",[,]",","
12943,703,,less[JJR],less
12944,703,,snow[JJ],snow
12945,703,,depth[NN],depth
12946,703,,",[,]",","
12947,703,,and[CC],and
12948,703,,less[JJR],less
12949,703,,risk[NN],risk
12950,703,,of[IN],of
12951,703,,severe[JJ],severe
12952,703,,winter[NN],winter
12953,703,,conditions[NNS],condition
12954,703,,.[.],.
12955,704,"""Sledding/Sled"" (US) vs",2[CD],2
12956,704,,.[.],.
12957,705,"""Tobogganing/Toboggan"" (UK)",south-facing[JJ],south-facing
12958,705,,slopes[NNS],slope
12959,705,,:[:],:
12960,705,,these[DT],these
12961,705,,get[VB],get
12962,705,,more[JJR],more
12963,705,,sun[NN],sun
12964,705,,",[,]",","
12965,705,,which[WDT],which
12966,705,,means[VBZ],mean
12967,705,,warmer[JJR],warm
12968,705,,temperatures[NNS],temperature
12969,705,,and[CC],and
12970,705,,often[RB],often
12971,705,,less[JJR],less
12972,705,,ice/snow[JJ],ice/snow
12973,705,,on[IN],on
12974,705,,the[DT],the
12975,705,,trail[NN],trail
12976,705,,itself[PRP],itself
12977,705,,.[.],.
12978,706,"""Plow"" (US) vs",3[CD],3
12979,706,,.[.],.
12980,707,"""Gritter"" (UK) for winter road vehicles.",well-trafficked[JJ],well-trafficked
12981,707,,:[:],:
12982,707,,packed[VBN],pack
12983,707,,snow[NN],snow
12984,707,,is[VBZ],be
12985,707,,easier[JJR],easy
12986,707,,to[TO],to
12987,707,,walk[VB],walk
12988,707,,on[IN],on
12989,707,,with[IN],with
12990,707,,microspikes[NNS],microspikes
12991,707,,than[IN],than
12992,707,,post-holing[JJ],post-holing
12993,707,,through[IN],through
12994,707,,deep[JJ],deep
12995,707,,powder[NN],powder
12996,707,,.[.],.
12997,708,"""Holiday Season"" (US) vs",it[PRP],it
12998,708,,also[RB],also
12999,708,,means[VBZ],mean
13000,708,,you[PRP],you
13001,708,,'re[VBP],'re
13002,708,,less[RBR],less
13003,708,,likely[JJ],likely
13004,708,,to[TO],to
13005,708,,get[VB],get
13006,708,,lost[VBN],lose
13007,708,,.[.],.
13008,709,"""Festive Season"" (UK)",4[CD],4
13009,709,,.[.],.
13010,710,"""Eggnog"" (US specific drink) vs",low[JJ],low
13011,710,,avalanche[NN],avalanche
13012,710,,risk[NN],risk
13013,710,,:[:],:
13014,710,,avoid[JJ],avoid
13015,710,,steep[NN],steep
13016,710,,",[,]",","
13017,710,,open[JJ],open
13018,710,,slopes[NNS],slope
13019,710,,",[,]",","
13020,710,,especially[RB],especially
13021,710,,after[IN],after
13022,710,,fresh[JJ],fresh
13023,710,,snow[NN],snow
13024,710,,.[.],.
13025,711,"""Mince Pie,"" ""Christmas Pudding,"" ""Christmas Crackers,"" and ""Boxing Day"" (UK specific traditions).",stick[NN],stick
13026,711,,to[TO],to
13027,711,,areas[NNS],area
13028,711,,with[IN],with
13029,711,,gentle[JJ],gentle
13030,711,,terrain[NN],terrain
13031,711,,or[CC],or
13032,711,,well-established[JJ],well-established
13033,711,,",[,]",","
13034,711,,maintained[JJ],maintained
13035,711,,paths[NNS],path
13036,711,,.[.],.
13037,712,"""Nippy"" is a very common British term for cold.",5[CD],5
13038,712,,.[.],.
13039,713,"Many words, like ""snow,"" ""ice,"" ""cold,"" ""blizzard,"" ""scarf,"" ""gloves,"" ""hat,"" ""boots,"" ""skiing,"" ""fireplace,"" ""hot chocolate,"" and ""cozy,"" are universally understood and used in both American and British English.",accessible[JJ],accessible
13040,713,,roads[NNS],road
13041,713,,:[:],:
13042,713,,maintained[VBN],maintain
13043,713,,roads[NNS],road
13044,713,,mean[IN],mean
13045,713,,you[PRP],you
13046,713,,can[MD],can
13047,713,,actually[RB],actually
13048,713,,get[VB],get
13049,713,,to[TO],to
13050,713,,the[DT],the
13051,713,,trailhead[NN],trailhead
13052,713,,.[.],.
13053,714,who are the best teams in the NFL right now,here[RB],here
13054,714,,are[VBP],be
13055,714,,some[DT],some
13056,714,,of[IN],of
13057,714,,the[DT],the
13058,714,,most[RBS],most
13059,714,,pleasant[JJ],pleasant
13060,714,,winter[NN],winter
13061,714,,hiking[VBG],hike
13062,714,,areas[NNS],area
13063,714,,in[IN],in
13064,714,,colorado[NN],colorado
13065,714,,",[,]",","
13066,714,,generally[RB],generally
13067,714,,categorized[VBN],categorize
13068,714,,by[IN],by
13069,714,,region[NN],region
13070,714,,:[:],:
13071,714,,#[#],#
13072,714,,#[#],#
13073,714,,#[#],#
13074,714,,front[JJ],front
13075,714,,range[NN],range
13076,714,,gems[NNS],gem
13077,714,,([(],(
13078,714,,most[RBS],most
13079,714,,accessible[JJ],accessible
13080,714,,&[CC],&
13081,714,,often[RB],often
13082,714,,mildest[JJS],mild
13083,714,,conditions[NNS],condition
13084,714,,)[)],)
13085,714,,these[DT],these
13086,714,,are[VBP],be
13087,714,,great[JJ],great
13088,714,,for[IN],for
13089,714,,day[NN],day
13090,714,,trips[NNS],trip
13091,714,,from[IN],from
13092,714,,denver[NN],denver
13093,714,,",[,]",","
13094,714,,boulder[NN],boulder
13095,714,,",[,]",","
13096,714,,or[CC],or
13097,714,,colorado[JJ],colorado
13098,714,,springs[NNS],spring
13099,714,,.[.],.
13100,715,---,1[CD],1
13101,715,,.[.],.
13102,716,"The NFL season is dynamic, and ""best"" can change week-to-week! However, looking at current performance, roster strength, coaching, and Super Bowl potential, here are the teams generally considered among the elite right now:",boulder[NN],boulder
13103,716,,flatirons[NNS],flatiron
13104,716,,([(],(
13105,716,,chautauqua[VB],chautauqua
13106,716,,park[NN],park
13107,716,,)[)],)
13108,716,,why[WRB],why
13109,716,,it[PRP],it
13110,716,,'s[VBZ],'s
13111,716,,pleasant[JJ],pleasant
13112,716,,:[:],:
13113,716,,iconic[JJ],iconic
13114,716,,views[NNS],view
13115,716,,",[,]",","
13116,716,,multiple[JJ],multiple
13117,716,,trail[NN],trail
13118,716,,options[NNS],option
13119,716,,([(],(
13120,716,,some[DT],some
13121,716,,steeper[NN],steeper
13122,716,,",[,]",","
13123,716,,some[DT],some
13124,716,,gentler[NN],gentler
13125,716,,)[)],)
13126,716,,",[,]",","
13127,716,,good[JJ],good
13128,716,,sun[NN],sun
13129,716,,exposure[NN],exposure
13130,716,,on[IN],on
13131,716,,many[JJ],many
13132,716,,trails[NNS],trail
13133,716,,",[,]",","
13134,716,,frequently[RB],frequently
13135,716,,packed[VBN],pack
13136,716,,snow[NN],snow
13137,716,,or[CC],or
13138,716,,even[RB],even
13139,716,,dry[JJ],dry
13140,716,,sections[NNS],section
13141,716,,.[.],.
13142,717,1,microspikes[NNS],microspikes
13143,717,,are[VBP],be
13144,717,,often[RB],often
13145,717,,useful[JJ],useful
13146,717,,but[CC],but
13147,717,,sometimes[RB],sometimes
13148,717,,not[RB],not
13149,717,,strictly[RB],strictly
13150,717,,necessary[JJ],necessary
13151,717,,.[.],.
13152,718,"San Francisco 49ers: When healthy, they might be the most complete team in the league",close[VB],close
13153,718,,to[TO],to
13154,718,,amenities[NNS],amenity
13155,718,,.[.],.
13156,719,"Elite defense, dominant run game, and explosive playmakers all over the field",trails[NNS],trail
13157,719,,to[TO],to
13158,719,,consider[VB],consider
13159,719,,:[:],:
13160,719,,mesa[NN],mesa
13161,719,,trail[NN],trail
13162,719,,([(],(
13163,719,,portions[NNS],portion
13164,719,,)[)],)
13165,719,,",[,]",","
13166,719,,royal[JJ],royal
13167,719,,arch[NN],arch
13168,719,,([(],(
13169,719,,can[MD],can
13170,719,,be[VB],be
13171,719,,icy[VBN],icy
13172,719,,and[CC],and
13173,719,,steep[JJ],steep
13174,719,,near[IN],near
13175,719,,the[DT],the
13176,719,,top[NN],top
13177,719,,)[)],)
13178,719,,",[,]",","
13179,719,,bluebell[RB],bluebell
13180,719,,loop[RB],loop
13181,719,,",[,]",","
13182,719,,baseline[JJ],baseline
13183,719,,trail[NN],trail
13184,719,,.[.],.
13185,720,Brock Purdy is playing very efficiently.,gear[NN],gear
13186,720,,:[:],:
13187,720,,layers[NNS],layer
13188,720,,",[,]",","
13189,720,,water[NN],water
13190,720,,",[,]",","
13191,720,,and[CC],and
13192,720,,microspikes[NNS],microspikes
13193,720,,are[VBP],be
13194,720,,highly[RB],highly
13195,720,,recommended[VBN],recommend
13196,720,,.[.],.
13197,721,2,2[CD],2
13198,721,,.[.],.
13199,722,"Baltimore Ravens: Boasting perhaps the best defense in the NFL, coupled with an MVP-caliber Lamar Jackson leading a potent and diverse offense",garden[NN],garden
13200,722,,of[IN],of
13201,722,,the[DT],the
13202,722,,gods[NNS],god
13203,722,,park[NN],park
13204,722,,([(],(
13205,722,,colorado[JJ],colorado
13206,722,,springs[NNS],spring
13207,722,,)[)],)
13208,722,,why[WRB],why
13209,722,,it[PRP],it
13210,722,,'s[VBZ],'s
13211,722,,pleasant[JJ],pleasant
13212,722,,:[:],:
13213,722,,stunning[JJ],stunning
13214,722,,red[JJ],red
13215,722,,rock[NN],rock
13216,722,,formations[NNS],formation
13217,722,,dusted[VBN],dust
13218,722,,with[IN],with
13219,722,,snow[NNS],snow
13220,722,,are[VBP],be
13221,722,,incredibly[RB],incredibly
13222,722,,picturesque[JJ],picturesque
13223,722,,.[.],.
13224,723,They are a tough out for anyone.,many[JJ],many
13225,723,,paved[VBD],pave
13226,723,,and[CC],and
13227,723,,unpaved[JJ],unpaved
13228,723,,easy[JJ],easy
13229,723,,trails[NNS],trail
13230,723,,suitable[JJ],suitable
13231,723,,for[IN],for
13232,723,,all[DT],all
13233,723,,levels[NNS],level
13234,723,,.[.],.
13235,724,3,very[RB],very
13236,724,,accessible[JJ],accessible
13237,724,,",[,]",","
13238,724,,generally[RB],generally
13239,724,,lower[JJR],low
13240,724,,elevation[NN],elevation
13241,724,,",[,]",","
13242,724,,and[CC],and
13243,724,,often[RB],often
13244,724,,has[VBZ],have
13245,724,,less[JJR],less
13246,724,,snow[JJ],snow
13247,724,,than[IN],than
13248,724,,mountain[NN],mountain
13249,724,,areas[NNS],area
13250,724,,.[.],.
13251,725,Kansas City Chiefs: You can never count out a team led by Patrick Mahomes and Andy Reid,trails[NNS],trail
13252,725,,to[TO],to
13253,725,,consider[VB],consider
13254,725,,:[:],:
13255,725,,central[JJ],central
13256,725,,garden[NN],garden
13257,725,,trail[NN],trail
13258,725,,",[,]",","
13259,725,,perkins[VBZ],perkins
13260,725,,central[JJ],central
13261,725,,garden[NN],garden
13262,725,,trail[NN],trail
13263,725,,([(],(
13264,725,,paved[VBN],pave
13265,725,,)[)],)
13266,725,,",[,]",","
13267,725,,palmer[JJ],palmer
13268,725,,trail[NN],trail
13269,725,,.[.],.
13270,726,"While their offense has had some inconsistencies, their defense has been playing at an elite level, and they always find ways to win.",gear[NN],gear
13271,726,,:[:],:
13272,726,,good[JJ],good
13273,726,,walking[NN],walking
13274,726,,shoes[NNS],shoe
13275,726,,are[VBP],be
13276,726,,usually[RB],usually
13277,726,,sufficient[JJ],sufficient
13278,726,,",[,]",","
13279,726,,but[CC],but
13280,726,,microspikes[NNS],microspikes
13281,726,,might[MD],might
13282,726,,be[VB],be
13283,726,,helpful[JJ],helpful
13284,726,,on[IN],on
13285,726,,any[DT],any
13286,726,,icy[JJ],icy
13287,726,,spots[NNS],spot
13288,726,,on[IN],on
13289,726,,unpaved[JJ],unpaved
13290,726,,trails[NNS],trail
13291,726,,.[.],.
13292,727,4,3[CD],3
13293,727,,.[.],.
13294,728,"Philadelphia Eagles: Despite some recent wobbles, their roster is still incredibly talented on both sides of the ball",golden[JJ],golden
13295,728,,gate[NN],gate
13296,728,,canyon[NN],canyon
13297,728,,state[NN],state
13298,728,,park[NN],park
13299,728,,([(],(
13300,728,,near[IN],near
13301,728,,golden/black[NN],golden/black
13302,728,,hawk[NN],hawk
13303,728,,)[)],)
13304,728,,why[WRB],why
13305,728,,it[PRP],it
13306,728,,'s[VBZ],'s
13307,728,,pleasant[JJ],pleasant
13308,728,,:[:],:
13309,728,,a[DT],a
13310,728,,bit[NN],bit
13311,728,,higher[RBR],higher
13312,728,,in[IN],in
13313,728,,elevation[NN],elevation
13314,728,,than[IN],than
13315,728,,boulder[NN],boulder
13316,728,,",[,]",","
13317,728,,but[CC],but
13318,728,,still[RB],still
13319,728,,very[RB],very
13320,728,,manageable[JJ],manageable
13321,728,,.[.],.
13322,729,"Jalen Hurts is a proven winner, and their offensive and defensive lines are among the best.",offers[NNS],offer
13323,729,,diverse[JJ],diverse
13324,729,,terrain[NN],terrain
13325,729,,",[,]",","
13326,729,,from[IN],from
13327,729,,forests[NNS],forest
13328,729,,to[TO],to
13329,729,,meadows[NNS],meadow
13330,729,,and[CC],and
13331,729,,overlooks[NNS],overlook
13332,729,,.[.],.
13333,730,5,less[RBR],less
13334,730,,crowded[JJ],crowded
13335,730,,than[IN],than
13336,730,,rmnp[NN],rmnp
13337,730,,or[CC],or
13338,730,,chautauqua[NN],chautauqua
13339,730,,.[.],.
13340,731,"Dallas Cowboys: When they're clicking, they're incredibly dangerous",good[JJ],good
13341,731,,for[IN],for
13342,731,,snowshoeing[VBG],snowshoe
13343,731,,after[IN],after
13344,731,,fresh[JJ],fresh
13345,731,,snow[NN],snow
13346,731,,",[,]",","
13347,731,,or[CC],or
13348,731,,microspikes[NNS],microspikes
13349,731,,on[IN],on
13350,731,,packed[JJ],packed
13351,731,,trails[NNS],trail
13352,731,,.[.],.
13353,732,"Dak Prescott is playing at an MVP level, and their defense generates turnovers",trails[NNS],trail
13354,732,,to[TO],to
13355,732,,consider[VB],consider
13356,732,,:[:],:
13357,732,,coyote[NN],coyote
13358,732,,trail[NN],trail
13359,732,,",[,]",","
13360,732,,burro[NN],burro
13361,732,,trail[NN],trail
13362,732,,",[,]",","
13363,732,,blue[JJ],blue
13364,732,,grouse[NN],grouse
13365,732,,trail[NN],trail
13366,732,,",[,]",","
13367,732,,panorama[NN],panorama
13368,732,,point[NN],point
13369,732,,([(],(
13370,732,,for[IN],for
13371,732,,views[NNS],view
13372,732,,)[)],)
13373,732,,.[.],.
13374,733,"Consistency against top teams is sometimes questioned, but they have the talent.",gear[NN],gear
13375,733,,:[:],:
13376,733,,snowshoes[NNS],snowshoe
13377,733,,or[CC],or
13378,733,,microspikes[NNS],microspikes
13379,733,,",[,]",","
13380,733,,depending[VBG],depend
13381,733,,on[IN],on
13382,733,,recent[JJ],recent
13383,733,,snowfall[NN],snowfall
13384,733,,.[.],.
13385,734,6,park[JJ],park
13386,734,,pass[NN],pas
13387,734,,required[VBN],require
13388,734,,.[.],.
13389,735,"Miami Dolphins: Their offense is explosive and can score points in a hurry with Tua Tagovailoa, Tyreek Hill, and Jaylen Waddle",4[CD],4
13390,735,,.[.],.
13391,736,The defense has playmakers but can be inconsistent against top-tier offenses.,staunton[NN],staunton
13392,736,,state[NN],state
13393,736,,park[NN],park
13394,736,,([(],(
13395,736,,near[IN],near
13396,736,,pine/conifer[NN],pine/conifer
13397,736,,)[)],)
13398,736,,why[WRB],why
13399,736,,it[PRP],it
13400,736,,'s[VBZ],'s
13401,736,,pleasant[JJ],pleasant
13402,736,,:[:],:
13403,736,,colorado[NN],colorado
13404,736,,'s[POS],'s
13405,736,,newest[JJS],new
13406,736,,state[NN],state
13407,736,,park[NN],park
13408,736,,",[,]",","
13409,736,,it[PRP],it
13410,736,,'s[VBZ],'s
13411,736,,beautifully[RB],beautifully
13412,736,,maintained[VBN],maintain
13413,736,,with[IN],with
13414,736,,a[DT],a
13415,736,,variety[NN],variety
13416,736,,of[IN],of
13417,736,,trails[NNS],trail
13418,736,,through[IN],through
13419,736,,forests[NNS],forest
13420,736,,",[,]",","
13421,736,,along[IN],along
13422,736,,creeks[NN],creek
13423,736,,",[,]",","
13424,736,,and[CC],and
13425,736,,to[TO],to
13426,736,,high[JJ],high
13427,736,,points[NNS],point
13428,736,,with[IN],with
13429,736,,views[NNS],view
13430,736,,.[.],.
13431,737,7,fewer[JJR],few
13432,737,,crowds[NN],crowd
13433,737,,than[IN],than
13434,737,,more[RBR],more
13435,737,,established[JJ],established
13436,737,,spots[NNS],spot
13437,737,,.[.],.
13438,738,"Buffalo Bills: After a mid-season slump, they've found their stride, thanks to Josh Allen's heroics and a resurgent defense",trails[NNS],trail
13439,738,,to[TO],to
13440,738,,consider[VB],consider
13441,738,,:[:],:
13442,738,,mason[NN],mason
13443,738,,creek[NN],creek
13444,738,,trail[NN],trail
13445,738,,",[,]",","
13446,738,,staunton[NN],staunton
13447,738,,ranch[NN],ranch
13448,738,,trail[NN],trail
13449,738,,",[,]",","
13450,738,,elk[VBP],elk
13451,738,,falls[NNS],fall
13452,738,,trail[VBP],trail
13453,738,,([(],(
13454,738,,can[MD],can
13455,738,,be[VB],be
13456,738,,longer[JJR],long
13457,738,,and[CC],and
13458,738,,more[RBR],more
13459,738,,challenging[JJ],challenging
13460,738,,)[)],)
13461,738,,.[.],.
13462,739,They are always a threat in the AFC.,gear[NN],gear
13463,739,,:[:],:
13464,739,,microspikes[NNS],microspikes
13465,739,,are[VBP],be
13466,739,,often[RB],often
13467,739,,essential[JJ],essential
13468,739,,",[,]",","
13469,739,,snowshoes[NNS],snowshoe
13470,739,,after[IN],after
13471,739,,significant[JJ],significant
13472,739,,fresh[JJ],fresh
13473,739,,snow[NN],snow
13474,739,,.[.],.
13475,740,8,park[JJ],park
13476,740,,pass[NN],pas
13477,740,,required[VBN],require
13478,740,,.[.],.
13479,741,"Detroit Lions: A well-coached, tough team with a strong running game and an opportunistic defense",5[CD],5
13480,741,,.[.],.
13481,742,"Jared Goff has been steady, and their playmakers are excellent",maxwell[NN],maxwell
13482,742,,falls[VBZ],fall
13483,742,,([(],(
13484,742,,evergreen[JJ],evergreen
13485,742,,)[)],)
13486,742,,why[WRB],why
13487,742,,it[PRP],it
13488,742,,'s[VBZ],'s
13489,742,,pleasant[JJ],pleasant
13490,742,,:[:],:
13491,742,,a[DT],a
13492,742,,popular[JJ],popular
13493,742,,shorter[NN],shorter
13494,742,,hike[NN],hike
13495,742,,that[WDT],that
13496,742,,leads[VBZ],lead
13497,742,,to[TO],to
13498,742,,frozen[VB],freeze
13499,742,,waterfalls[NNS],waterfall
13500,742,,.[.],.
13501,743,They're proving they belong in the conversation.,can[MD],can
13502,743,,be[VB],be
13503,743,,very[RB],very
13504,743,,scenic[JJ],scenic
13505,743,,with[IN],with
13506,743,,snow[JJ],snow
13507,743,,and[CC],and
13508,743,,ice[NN],ice
13509,743,,.[.],.
13510,744,9,gear[NN],gear
13511,744,,:[:],:
13512,744,,microspikes[NNS],microspikes
13513,744,,are[VBP],be
13514,744,,usually[RB],usually
13515,744,,critical[JJ],critical
13516,744,,",[,]",","
13517,744,,as[IN],a
13518,744,,sections[NNS],section
13519,744,,can[MD],can
13520,744,,be[VB],be
13521,744,,very[RB],very
13522,744,,icy[RB],icy
13523,744,,.[.],.
13524,745,"Jacksonville Jaguars: Trevor Lawrence is growing into an elite quarterback, and they have a solid roster with good coaching",#[#],#
13525,745,,#[#],#
13526,745,,#[#],#
13527,745,,mountain[NN],mountain
13528,745,,town[NN],town
13529,745,,areas[NNS],area
13530,745,,([(],(
13531,745,,great[JJ],great
13532,745,,for[IN],for
13533,745,,snowshoeing[VBG],snowshoe
13534,745,,&[CC],&
13535,745,,cross-country[NN],cross-country
13536,745,,skiing[NN],skiing
13537,745,,)[)],)
13538,745,,these[DT],these
13539,745,,are[VBP],be
13540,745,,fantastic[JJ],fantastic
13541,745,,if[IN],if
13542,745,,you[PRP],you
13543,745,,'re[VBP],'re
13544,745,,comfortable[JJ],comfortable
13545,745,,with[IN],with
13546,745,,more[RBR],more
13547,745,,snow[JJ],snow
13548,745,,and[CC],and
13549,745,,potentially[RB],potentially
13550,745,,colder[JJR],cold
13551,745,,temperatures[NNS],temperature
13552,745,,.[.],.
13553,746,They're leading their division and have shown they can beat good teams.,1[CD],1
13554,746,,.[.],.
13555,747,Their defense is absolutely stifling,rocky[JJ],rocky
13556,747,,mountain[NN],mountain
13557,747,,national[JJ],national
13558,747,,park[NN],park
13559,747,,([(],(
13560,747,,east[JJ],east
13561,747,,side[NN],side
13562,747,,-[:],-
13563,747,,estes[VBZ],estes
13564,747,,park[JJ],park
13565,747,,entrance[NN],entrance
13566,747,,)[)],)
13567,747,,why[WRB],why
13568,747,,it[PRP],it
13569,747,,'s[VBZ],'s
13570,747,,pleasant[JJ],pleasant
13571,747,,:[:],:
13572,747,,iconic[JJ],iconic
13573,747,,beauty[NN],beauty
13574,747,,",[,]",","
13575,747,,but[CC],but
13576,747,,stick[NN],stick
13577,747,,to[TO],to
13578,747,,the[DT],the
13579,747,,lower[JJR],low
13580,747,,",[,]",","
13581,747,,well-trafficked[JJ],well-trafficked
13582,747,,trails[NNS],trail
13583,747,,to[TO],to
13584,747,,avoid[VB],avoid
13585,747,,high[JJ],high
13586,747,,avalanche[NN],avalanche
13587,747,,risk[NN],risk
13588,747,,areas[NNS],area
13589,747,,.[.],.
13590,748,"If Joe Flacco can continue his unexpected magic at quarterback, they could be a very dangerous playoff team.",bear[JJ],bear
13591,748,,lake[JJ],lake
13592,748,,road[NN],road
13593,748,,is[VBZ],be
13594,748,,plowed[VBN],plow
13595,748,,",[,]",","
13596,748,,providing[VBG],provide
13597,748,,access[NN],access
13598,748,,to[TO],to
13599,748,,many[JJ],many
13600,748,,trailheads[NNS],trailhead
13601,748,,.[.],.
13602,749,C.J,the[DT],the
13603,749,,park[NN],park
13604,749,,takes[VBZ],take
13605,749,,on[IN],on
13606,749,,a[DT],a
13607,749,,serene[NN],serene
13608,749,,",[,]",","
13609,749,,magical[JJ],magical
13610,749,,quality[NN],quality
13611,749,,in[IN],in
13612,749,,winter[NN],winter
13613,749,,.[.],.
13614,750,Stroud's incredible rookie season has elevated this team dramatically,trails[NNS],trail
13615,750,,to[TO],to
13616,750,,consider[VB],consider
13617,750,,:[:],:
13618,750,,bear[NN],bear
13619,750,,lake[VBP],lake
13620,750,,loop[NN],loop
13621,750,,:[:],:
13622,750,,easy[JJ],easy
13623,750,,",[,]",","
13624,750,,flat[JJ],flat
13625,750,,",[,]",","
13626,750,,beautiful[JJ],beautiful
13627,750,,.[.],.
